CGDID	A19ID	GeneName
C5_04650C_A	orf19.3950	MSM1
C5_04660C_A	orf19.3951	TIP1
C5_04670W_A	orf19.3952	SRP101
C5_04680W_A	orf19.3954	PSD2
C5_04690C_A	orf19.3954.1	
C5_04700C_A	orf19.3955	MES1
C5_04710W_A	orf19.3956	
C5_04720C_A	orf19.3957	
C5_04730C_A	orf19.3959	SSD1
C5_04740C_A	orf19.3960	HYS2
C5_04750C_A	orf19.3962	HAS1
C5_04760W_A	tA(AGC)5	tA(AGC)5
C5_04770W_A	orf19.3963	
C5_04780W_A	orf19.3964	ASH2
C5_04790C_A	orf19.3965	
C5_04800W_A	orf19.3966	CRH12
C5_04810W_A	orf19.3967	PFK1
C5_04820W_A	orf19.3968	
C5_04830W_A	orf19.3969	SFL2
C5_04840C_A	orf19.3970	
C5_04850W_A	orf19.3971	
C5_04860C_A	orf19.3972	
C5_04870W_A	orf19.3973	
C5_04880C_A	orf19.3974	PUT2
C5_04890C_A	orf19.3976	
C5_04900C_A	orf19.3977	
C5_04910W_A	orf19.3978	
C5_04920C_A	orf19.3980	
C5_04930C_A	orf19.3981	MAL31
C5_04940W_A	orf19.3982	
C5_04950C_A	orf19.3983	
C5_04960W_A	orf19.3984	
C5_04970C_A	orf19.3986	PPR1
C5_04980W_A	orf19.3988	
C5_04990W_A	orf19.3990	
C5_05000C_A	orf19.3991	
C5_05010W_A	orf19.3992	
C5_05020C_A	orf19.3994	
C5_05030C_A	orf19.3995	RIM13
C5_05040W_A	orf19.3996	
C5_05050W_A	orf19.3997	ADH1
C5_05060C_A	orf19.3998	
C5_05070W_A	orf19.3999	
C5_05080W_A	orf19.4000	GRF10
C5_05090W_A	orf19.4001	
C5_05100C_A	orf19.4002	DUN1
C5_05110C_A	orf19.4003	TIP20
C5_05120W_A	orf19.4004	CCT3
C5_05130C_A	orf19.4005	
C5_05140W_A	orf19.4006	
C5_05150C_A	orf19.4007	
C5_05160C_A	orf19.4009	CNB1
C5_05170W_A	orf19.4010	PAN3
C5_05180W_A	orf19.4011	
C5_05190W_A	orf19.4012	PCL5
C5_05200C_A	orf19.4013	
C5_05210W_A	orf19.4014	
C5_05220W_A	orf19.4015	CAG1
C5_05230C_A	orf19.4016	
C5_05240C_A	orf19.4017	
C5_05250C_A	orf19.4018	
C5_05260W_A	orf19.4019	PSY4
C5_05270C_A	orf19.4021	
C5_05280C_A	orf19.4022	SDH4
C5_05290C_A	orf19.4023	MRP2
C5_05300W_A	orf19.4024	RIB5
C5_05310W_A	orf19.4025	PRE1
C5_05320C_A	orf19.4026	HIS1
C5_05330C_A	orf19.4028	RER2
C5_05340W_A	orf19.4029	
C5_05350W_A	orf19.4030	
C5_05360C_A	orf19.4031	
C5_05370C_A	orf19.4033	PRP22
C5_05380W_A	orf19.4032	RPN5
C5_05390C_A	orf19.4035	PGA4
C5_05400W_A	orf19.4036	APM1
C5_05410C_A	orf19.4040	ILV3
C5_05430W_A	orf19.4041	PEX4
C5_05440C_A	orf19.4043	
C5_05450C_A	orf19.4044	MUM2
C5_05460C_A	orf19.4046	
C5_05470W_A	orf19.4045	EST1
C5_05480W_A	orf19.4048	DES1
C5_05490C_A	orf19.4051	HTS1
C5_05500C_A	orf19.4054	CTA24
C5_05510C_A	orf19.4055	
C6_00010W_A	orf19.6339	NRG2
C6_00020W_A	orf19.6338	
C6_00030W_A	orf19.6337	TLO13
C6_00060W_A	tL(CAA)5	tL(CAA)5
C6_00070C_A	orf19.6336	PGA25
C6_00080C_A	orf19.6329	
C6_00090W_A	orf19.6328	
C6_00100C_A	orf19.6327	HET1
C6_00110C_A	orf19.6326	
C6_00120W_A	orf19.6325.1	
C6_00130C_A	orf19.6324	VID27
C6_00140C_A	orf19.6323	HPA2
C6_00150W_A	orf19.6322	ARD
C6_00160W_A	orf19.6321	PGA48
C6_00170C_A	orf19.6319	
C6_00180C_A	orf19.1178	
C6_00190W_A	orf19.1177	
C6_00200C_A	orf19.1179	
C6_00210W_A	orf19.1180	
C6_00220C_A	LSU-G1431	
C6_00230W_A	orf19.1181	
C6_00240C_A	orf19.1182	
C6_00250W_A	orf19.1183	
C6_00260W_A	orf19.1185	
C6_00270W_A	orf19.1186	
C6_00280W_A	orf19.1187	CPH2
C6_00290W_A	orf19.1189	
C6_00300C_A	orf19.1190	STV1
C6_00310W_A	orf19.1191	
C6_00320C_A	orf19.1192	DNA2
C6_00330C_A	orf19.1193	GNP1
C6_00340C_A	orf19.1195	
C6_00350W_A	orf19.1196	PKH3
C6_00360C_A	orf19.1198	
C6_00370C_A	orf19.1199	NOP5
C6_00380C_A	orf19.1200	
C6_00390W_A	orf19.1201	
C6_00400C_A	orf19.1202	
C6_00410C_A	orf19.1203	SRO77
C6_00420W_A	orf19.1203.1	DPM2
C6_00430C_A	orf19.1204	
C6_00440C_A	orf19.4215	FET34
C6_00450C_A	orf19.4214	
C6_00460C_A	orf19.4213	FET3
C6_00470C_A	orf19.4212	FET99
C6_00480C_A	orf19.4211	FET31
C6_00490W_A	orf19.4210	
C6_00500C_A	orf19.4209	
C6_00510C_A	orf19.4208	RAD52
C6_00520W_A	orf19.4207	
C6_00530C_A	orf19.4205.1	
C6_00540W_A	orf19.4206	
C6_00550W_A	orf19.4204	
C6_00560W_A	orf19.4203	
C6_00570C_A	orf19.4201	NHX1
C6_00580W_A	orf19.4200	
C6_00590W_A	orf19.4199	SLY41
C6_00600C_A	orf19.4197	YHM2
C6_00610C_A	orf19.4196	
C6_00620W_A	orf19.4195.1	FCA1
C6_00630W_A	orf19.4195	
C6_00640C_A	orf19.4194	
C6_00650C_A	orf19.4193.1	RPS13
C6_00660C_A	orf19.4193	
C6_00670W_A	orf19.4192	CDC14
C6_00680C_A	orf19.4192.1	
C6_00690W_A	orf19.3660	
C6_00700C_A	orf19.3659	
C6_00710W_A	orf19.3658	
C6_00720C_A	orf19.3656	COX15
C6_00730W_A	orf19.3655	
C6_00740W_A	orf19.3653	FAT1
C6_00750C_A	orf19.3651	PGK1
C6_00760W_A	orf19.3649	
C6_00770C_A	orf19.3648	
C6_00780W_A	orf19.3647	SEC8
C6_00790C_A	orf19.3646	CTR1
C6_00800C_A	orf19.3644	
C6_00810C_A	orf19.3643	
C6_00820W_A	orf19.3642	SUN41
C6_00830C_A	orf19.84	CAN3
C6_00840W_A	orf19.85	GPX2
C6_00850W_A	orf19.86	
C6_00860W_A	orf19.87	GPX1
C6_00870C_A	orf19.88	ILV5
C6_00880W_A	orf19.89	PEX7
C6_00890W_A	orf19.90	
C6_00900C_A	orf19.91	
C6_00910C_A	orf19.92	
C6_00920W_A	orf19.93	
C6_00930C_A	orf19.94	
C6_00940C_A	orf19.95	
C6_00950C_A	orf19.96	TOP1
C6_00960W_A	orf19.97	CAN1
C6_00970C_A	orf19.99	HAL21
C6_00980C_A	orf19.100	
C6_00990W_A	orf19.101	RIM9
C6_01000C_A	orf19.102	
C6_01010W_A	orf19.103	KAR5
C6_01020W_A	orf19.104	
C6_01030W_A	orf19.105	HAL22
C6_01040C_A	orf19.107	
C6_01050W_A	orf19.109	
C6_01060C_A	orf19.111	CAN2
C6_01070C_A	orf19.113	CIP1
C6_01080C_A	orf19.114	
C6_01090C_A	orf19.115	
C6_01100W_A	orf19.117	SEC9
C6_01110W_A	orf19.118	FAD2
C6_01120C_A	orf19.119	
C6_01130W_A	orf19.120	
C6_01140C_A	orf19.121	ARC18
C6_01150W_A	orf19.122	CDC20
C6_01160W_A	orf19.123	RCN1
C6_01170W_A	orf19.124	CIC1
C6_01180C_A	orf19.125	EBP1
C6_01190C_A	orf19.130	VPS15
C6_01200W_A	orf19.131	
C6_01210W_A	orf19.131.2	
C6_01220C_A	orf19.132	
C6_01250W_A	orf19.133	
C6_01260W_A	orf19.134	
C6_01280W_A	orf19.135	EXO84
C6_01290C_A	orf19.136	QDR3
C6_01300W_A	orf19.137	
C6_01310W_A	orf19.138	FIG1
C6_01320W_A	orf19.139	TRA1
C6_01330C_A	orf19.3450.1	
C6_01340C_A	orf19.3449.2	
C6_01350W_A	orf19.3449	
C6_01360W_A	orf19.3448	
C6_01370W_A	orf19.3447	
C6_01380C_A	orf19.3446	
C6_01390W_A	orf19.3445	HOC1
C6_01400W_A	orf19.3444	
C6_01410C_A	orf19.3443	OYE2
C6_01420C_A	orf19.3442	
C6_01430C_A	orf19.3441	FRP6
C6_01440C_A	orf19.3440	FRP5
C6_01450C_A	orf19.3439	
C6_01460C_A	orf19.3438	
C6_01470W_A	orf19.3437	
C6_01480W_A	orf19.3436	
C6_01490C_A	orf19.3435	
C6_01500C_A	orf19.3434	TRY5
C6_01510W_A	orf19.3433	OYE23
C6_01520W_A	orf19.3432	
C6_01530C_A	orf19.3432.1	
C6_01540C_A	snR189d	
C6_01550C_A	orf19.3431	
C6_01560W_A	orf19.3430	
C6_01570C_A	orf19.3429	FGR47
C6_01590W_A	orf19.3428	
C6_01600W_A	orf19.3427	
C6_01610W_A	orf19.3426	ANB1
C6_01620W_A	orf19.3425	
C6_01630W_A	orf19.3423	TIF3
C6_01640W_A	orf19.3421.1	MED19
C6_01650C_A	orf19.3422	FMP27
C6_01660C_A	orf19.3420	
C6_01670W_A	orf19.3419	MAE1
C6_01680C_A	orf19.3418	
C6_01690W_A	orf19.3417	ACF2
C6_01700W_A	orf19.3415.1	RPL32
C6_01710C_A	orf19.3415	PTK2
C6_01720C_A	orf19.3414	SUR7
C6_01730W_A	orf19.3413	FGR37
C6_01740C_A	orf19.3412	ATG15
C6_01750C_A	orf19.3411	
C6_01760W_A	orf19.3409	SEC12
C6_01770W_A	orf19.3407	RAD18
C6_01780C_A	orf19.3406	
C6_01790C_A	orf19.3405	ZCF18
C6_01800W_A	tA(UGC)1	tA(UGC)1
C6_01810W_A	orf19.3404	
C6_01820C_A	orf19.3402	FPG1
C6_01830W_A	orf19.3401	CTA1
C6_01840C_A	orf19.3400	COQ3
C6_01850W_A	orf19.3399	
C6_01860C_A	orf19.3396	HCH1
C6_01870C_A	orf19.3395	
C6_01880W_A	orf19.3394	
C6_01890C_A	orf19.3393	
C6_01900C_A	orf19.3392	DOG1
C6_01910W_A	orf19.3391	ADK1
C6_01920C_A	orf19.684	
C6_01930W_A	orf19.685	YHM1
C6_01940W_A	orf19.685.1	
C6_01950C_A	orf19.686	
C6_01960W_A	orf19.687	
C6_01970C_A	orf19.687.1	RPL25
C6_01980C_A	orf19.688	
C6_01990W_A	orf19.689	PLB1
C6_02000W_A	orf19.690	PLB2
C6_02010C_A	orf19.691	GPD2
C6_02020C_A	orf19.692	
C6_02030C_A	orf19.3508	
C6_02040W_A	orf19.3507	MCR1
C6_02050W_A	orf19.3506	DBR1
C6_02060W_A	orf19.3505	SLM2
C6_02070C_A	orf19.3504	RPL23A
C6_02080W_A	orf19.3503	
C6_02090C_A	orf19.3501	
C6_02100W_A	orf19.3499	
C6_02110W_A	orf19.3498	
C6_02120W_A	orf19.3496	CHC1
C6_02130C_A	orf19.3494	CTF5
C6_02140W_A	orf19.3453	
C6_02150C_A	orf19.3455	
C6_02160W_A	orf19.3456	
C6_02170C_A	orf19.3457	SWD3
C6_02180W_A	orf19.3458	
C6_02190C_A	orf19.3459	
C6_02200C_A	orf19.3460	
C6_02210W_A	orf19.3461	
C6_02220W_A	orf19.3462	SAR1
C6_02230W_A	orf19.3463	
C6_02240C_A	orf19.3465	RPL10A
C6_02250W_A	orf19.3466	
C6_02260C_A	orf19.3467	SEC27
C6_02270C_A	orf19.3468	ALG11
C6_02280W_A	orf19.3469	
C6_02290C_A	orf19.3470	
C6_02300C_A	orf19.3471	
C6_02310W_A	orf19.3473	
C6_02320C_A	orf19.3474	IPL1
C6_02330W_A	orf19.3475	
C6_02340W_A	orf19.3476	HRR25
C6_02350C_A	orf19.3477	
C6_02360W_A	orf19.3478	NIP7
C6_02370C_A	orf19.3480	
C6_02380W_A	orf19.3481	
C6_02390W_A	snR58	
C6_02400W_A	LSU-C2809	
C6_02410W_A	orf19.3482	
C6_02420W_A	orf19.3483	
C6_02430W_A	orf19.5510	
C6_02440C_A	orf19.5513	PRP45
C6_02450W_A	orf19.5514	
C6_02460C_A	orf19.5515	
C6_02470W_A	orf19.5516	
C6_02480W_A	orf19.5517	
C6_02490C_A	orf19.5518	
C6_02500C_A	orf19.5519	GCV1
C6_02510C_A	orf19.5520	ASG7
C6_02520W_A	orf19.5521	ISA1
C6_02530C_A	orf19.5522	
C6_02540C_A	orf19.5523	
C6_02550W_A	orf19.5524	
C6_02560W_A	orf19.5525	
C6_02570C_A	orf19.5526	SEC20
C6_02580W_A	orf19.5527	
C6_02590C_A	orf19.5528	MOB1
C6_02600W_A	orf19.5530	NAB3
C6_02610C_A	orf19.5531	CDC37
C6_02620C_A	orf19.5532	
C6_02630C_A	orf19.5533	
C6_02640C_A	orf19.5534	
C6_02650C_A	orf19.5535	
C6_02660C_A	orf19.5536	
C6_02670C_A	orf19.5537	WSC2
C6_02680W_A	orf19.5539	
C6_02690C_A	orf19.5541	
C6_02710C_A	orf19.5542	SAP6
C6_02720C_A	orf19.5543	
C6_02730W_A	orf19.5544	SAC6
C6_02740W_A	orf19.5547	
C6_02750C_A	orf19.5548	LYS14
C6_02760W_A	orf19.5549	
C6_02770W_A	orf19.5550	MRT4
C6_02780C_A	orf19.5551	MIF2
C6_02790C_A	orf19.5552	
C6_02800W_A	orf19.5553	
C6_02810C_A	orf19.5555	
C6_02820W_A	orf19.5556	
C6_02830W_A	orf19.5557	MNN45
C6_02840C_A	orf19.5558	RBF1
C6_02850W_A	orf19.5559	RAV2
C6_02860W_A	orf19.5561	STE23
C6_02870W_A	orf19.5563	RNH1
C6_02880W_A	orf19.5564	
C6_02890C_A	orf19.5565	HPD1
C6_02900C_A	orf19.5566	
C6_02910W_A	orf19.5567	POP4
C6_02920C_A	orf19.5568	VPS51
C6_02930W_A	orf19.5569	
C6_02940C_A	orf19.5572	
C6_02950C_A	orf19.5573	
C6_02960W_A	orf19.5574	
C6_02970C_A	orf19.5575	
C6_02980C_A	orf19.5576	
C6_02990W_A	orf19.5578	
C6_03000C_A	orf19.5579	
C6_03010W_A	orf19.5580	TEL1
C6_03020W_A	orf19.5584	PEP3
C6_03030W_A	orf19.5585	SAP5
C6_03040C_A	orf19.5586	
C6_03050C_A	orf19.5587	
C6_03060W_A	orf19.5588	PGA60
C6_03070C_A	orf19.5589	
C6_03080C_A	orf19.5591	ADO1
C6_03090W_A	orf19.5592	
C6_03100W_A	orf19.5595	SHE3
C6_03110C_A	orf19.5596	
C6_03120W_A	orf19.5597	POL5
C6_03130W_A	orf19.5597.1	
C6_03140C_A	orf19.5599	MDL2
C6_03150C_A	orf19.5601	
C6_03160C_A	orf19.5602	BMT6
C6_03170C_A	orf19.5604	MDR1
C6_03180C_A	orf19.5605	
C6_03190C_A	orf19.5606	
C6_03200W_A	orf19.5607	
C6_03210C_A	orf19.5608	
C6_03220W_A	orf19.5609	
C6_03230W_A	orf19.5610	ARG3
C6_03240W_A	orf19.5611	
C6_03250W_A	orf19.5612	BMT4
C6_03260W_A	orf19.5614	
C6_03270C_A	orf19.5615	AYR2
C6_03280W_A	orf19.5616	
C6_03290W_A	orf19.5617	
C6_03300C_A	orf19.5618	
C6_03310W_A	orf19.5619	
C6_03320W_A	orf19.5620	
C6_03330C_A	orf19.5621	
C6_03340C_A	orf19.5622	GLC3
C6_03350C_A	orf19.5623	ARP4
C6_03360C_A	orf19.5625	
C6_03370W_A	orf19.5626	
C6_03380W_A	orf19.5627	
C6_03390W_A	orf19.5628	
C6_03400C_A	orf19.5629	QCR7
C6_03410C_A	orf19.5630	APA2
C6_03420W_A	orf19.5701	
C6_03430C_A	orf19.5702	
C6_03440W_A	orf19.5704	
C6_03450C_A	orf19.5705	NAM2
C6_03460W_A	orf19.5710	
C6_03470W_A	orf19.5711	
C6_03480W_A	orf19.5713	YMX6
C6_03490C_A	orf19.5714	SAP1
C6_03500C_A	orf19.5716	SAP4
C6_03510C_A	orf19.5717	
C6_03520C_A	orf19.5718	
C6_03530C_A	orf19.5719	
C6_03540W_A	orf19.5720	
C6_03550C_A	orf19.5722	
C6_03560W_A	orf19.5723	POX1
C6_03570W_A	orf19.5724	
C6_03580W_A	orf19.5725	CCZ1
C6_03590C_A	orf19.5727	
C6_03600C_A	orf19.5728	
C6_03610W_A	orf19.5729	FGR17
C6_03620C_A	orf19.5730	
C6_03630W_A	orf19.5731	PAD1
C6_03640W_A	orf19.5732	NOG2
C6_03650C_A	orf19.5734	POP2
C6_03660C_A	orf19.5735	CDC50
C6_03670C_A	orf19.5735.3	
C6_03690W_A	orf19.5736	ALS5
C6_03700W_A	orf19.5741	ALS1
C6_03710W_A	orf19.5742	ALS9
C6_03720W_A	orf19.5746	ALA1
C6_03730C_A	orf19.5747	
C6_03740W_A	orf19.5748	
C6_03750C_A	orf19.5749	SBA1
C6_03760C_A	orf19.5750	SHM2
C6_03770C_A	orf19.5751	ORM1
C6_03780C_A	orf19.5752	
C6_03790C_A	orf19.5753	HGT10
C6_03800C_A	orf19.5754	
C6_03810W_A	orf19.5755	
C6_03820C_A	orf19.5757	
C6_03830W_A	orf19.5758	SAL6
C6_03840C_A	orf19.5759	SNQ2
C6_03850C_A	orf19.5760	IHD1
C6_03860C_A	orf19.5762	PGA61
C6_03870C_A	tA(UGC)2	tA(UGC)2
C6_03880W_A	orf19.5763	
C6_03890C_A	orf19.5764	SKI8
C6_03900W_A	orf19.5765	NUP82
C6_03910C_A	orf19.5767	
C6_03920W_A	orf19.5768	SNF4
C6_03930W_A	orf19.5770	OPT8
C6_03940C_A	orf19.5771	PBP2
C6_03950C_A	orf19.5772	
C6_03960W_A	orf19.5773	
C6_03990C_A	orf19.5775	
C6_04030W_A	orf19.1221	ALG2
C6_04040C_A	orf19.1220	RVS167
C6_04050W_A	orf19.1219	
C6_04060W_A	orf19.1217	
C6_04070C_A	orf19.1215	
C6_04080W_A	orf19.1214	
C6_04100W_A	orf19.1212	
C6_04110W_A	orf19.1210	
C6_04120C_A	orf19.4557	
C6_04130C_A	orf19.4555	ALS4
C6_04140C_A	orf19.4553	
C6_04150W_A	orf19.77.1	
C6_04160C_A	orf19.76	SPB1
C6_04170C_A	orf19.74	SEC5
C6_04180W_A	orf19.73	
C6_04190C_A	orf19.1075	
C6_04210C_A	orf19.1077	ATM1
C6_04220C_A	orf19.1078	HBR2
C6_04230W_A	orf19.1080	
C6_04240W_A	orf19.1082	
C6_04250W_A	orf19.1082.1	
C6_04260C_A	orf19.1083	
C6_04270W_A	orf19.1084	CDC39
C6_04280W_A	orf19.1085	
C6_04290W_A	orf19.1086	
C6_04300W_A	orf19.1087	
C6_04310W_A	orf19.1089	PEX11
C6_04320C_A	orf19.1090	
C6_04330W_A	orf19.1091	NOP8
C6_04340W_A	orf19.1092	
C6_04350C_A	orf19.1093	FLO8
C6_04360C_A	orf19.1095	GLE2
C6_04370W_A	orf19.1096	
C6_04380W_A	orf19.1097	ALS2
C6_04400W_A	orf19.2123	
C6_04410C_A	orf19.2124	
C6_04420W_A	orf19.2125	
C6_04430W_A	orf19.2127	CST5
C6_04440C_A	orf19.2129	
C6_04450W_A	orf19.2128	
C6_04460W_A	tL(CAA)3	tL(CAA)3
C6_04470C_A	orf19.2131	
C6_04480C_A	orf19.2132	
C6_04490W_A	orf19.2133	LIP4
C6_04500C_A	orf19.2135	TSM1
C6_04510C_A	orf19.2137	
C6_04520W_A	orf19.2138	ILS1
C6_04530C_A	orf19.2143	
C6_04540C_A	orf19.2146	HAT2
C6_04550C_A	orf19.2149	
C6_04560W_A	orf19.2150	
C6_04570W_A	orf19.2151	NAG6
C6_04580W_A	orf19.2154	HXK1
C6_04590C_A	orf19.2156	NAG1
C6_04600W_A	orf19.2157	DAC1
C6_04610C_A	orf19.2158	NAG3
C6_04620C_A	orf19.2160	NAG4
C6_04650W_A	orf19.2163	
C7_00010C_A	orf19.7125	
C7_00020C_A	orf19.7124	RVS161
C7_00030W_A	orf19.7123	
C7_00040C_A	orf19.7121	
C7_00050C_A	orf19.7119	RAD3
C7_00060C_A	orf19.7118	
C7_00070C_A	orf19.7116	
C7_00080C_A	orf19.7115	SAC7
C7_00090C_A	orf19.7114	CSA1
C7_00100W_A	orf19.7112	FRP2
C7_00110W_A	orf19.7111.1	SOD3
C7_00120W_A	orf19.7111	
C7_00130W_A	orf19.7110	
C7_00140C_A	orf19.7109	
C7_00150W_A	orf19.7108	
C7_00160C_A	orf19.7107	
C7_00170W_A	orf19.7106	VPS70
C7_00180W_A	orf19.7105	FAR1
C7_00190W_A	orf19.7104	
C7_00200W_A	orf19.7103	
C7_00210C_A	orf19.7101	
C7_00220W_A	orf19.7102	
C7_00230W_A	orf19.7100	
C7_00240W_A	orf19.7098	
C7_00250C_A	orf19.7097	
C7_00260C_A	orf19.7096	
C7_00270W_A	orf19.7095	
C7_00280W_A	orf19.7094	HGT12
C7_00290C_A	orf19.7093	HGT13
C7_00300W_A	orf19.7092	
C7_00310C_A	orf19.7091	
C7_00320C_A	orf19.7089	PMR1
C7_00330C_A	orf19.7088	
C7_00340C_A	orf19.7086	
C7_00350C_A	orf19.7085	
C7_00360W_A	orf19.7084	DFI1
C7_00370W_A	orf19.7083	DCC1
C7_00380W_A	orf19.7082	
C7_00390W_A	orf19.7081	SPL1
C7_00400W_A	orf19.7080	LEU2
C7_00410C_A	orf19.7079	
C7_00420C_A	orf19.7078	
C7_00430W_A	orf19.7077	
C7_00440C_A	orf19.7076	GBP2
C7_00450C_A	orf19.7074	
C7_00460W_A	orf19.7073	
C7_00470C_A	orf19.7072	PEL1
C7_00480W_A	orf19.7071	FGR2
C7_00490C_A	orf19.7069	
C7_00500W_A	orf19.7070	
C7_00510W_A	orf19.7068	MAC1
C7_00520W_A	orf19.7067	
C7_00530C_A	orf19.7065	PSF3
C7_00540W_A	snR46a	
C7_00550C_A	orf19.7064	GLN4
C7_00560C_A	orf19.7063	THG1
C7_00570W_A	orf19.7062	RPA135
C7_00580C_A	orf19.7061	
C7_00590W_A	orf19.7060	
C7_00600C_A	orf19.7059	
C7_00610C_A	orf19.7058	
C7_00620W_A	orf19.7057	GUS1
C7_00630C_A	orf19.7056	
C7_00640C_A	orf19.7055	
C7_00650W_A	orf19.7054	
C7_00660W_A	orf19.7053	GAC1
C7_00670C_A	orf19.7052	
C7_00680W_A	orf19.7051	
C7_00690W_A	orf19.7050	NOP15
C7_00700W_A	orf19.7049	CYB5
C7_00710W_A	orf19.7048.1	RPS28B
C7_00720W_A	orf19.7047	RTF1
C7_00730W_A	orf19.7046	MET28
C7_00740W_A	orf19.7044	RIM15
C7_00750W_A	orf19.7043.1	ACB1
C7_00760C_A	orf19.7043	
C7_00770W_A	orf19.7042	
C7_00780W_A	orf19.7041	
C7_00790W_A	orf19.7038	
C7_00800C_A	orf19.7037	YAE1
C7_00810W_A	orf19.7036	
C7_00820W_A	orf19.7035	RFC2
C7_00830C_A	orf19.7034	
C7_00840C_A	orf19.7033	
C7_00850W_A	orf19.7032	
C7_00860W_A	orf19.7030	SSR1
C7_00870W_A	orf19.7029	
C7_00880C_A	orf19.7027	
C7_00890C_A	orf19.7025	MCM1
C7_00900W_A	orf19.7024	
C7_00910C_A	orf19.7023	
C7_00920C_A	orf19.7022	
C7_00930W_A	orf19.7021	GPH1
C7_00940W_A	orf19.7020	KEX1
C7_00950W_A	orf19.7019	YML6
C7_00960W_A	orf19.7018	RPS18
C7_00970C_A	orf19.7017	YOX1
C7_00980W_A	orf19.7016	PHM5
C7_00990W_A	orf19.7015	RPP0
C7_01000C_A	orf19.7014	
C7_01010W_A	orf19.7013	
C7_01020C_A	orf19.7012	
C7_01030C_A	orf19.7011	
C7_01040C_A	orf19.7010	
C7_01050W_A	orf19.7009	
C7_01060W_A	orf19.7007	
C7_01070C_A	orf19.7006	
C7_01100C_A	orf19.6896	
C7_01130C_A	orf19.6897	
C7_01150W_A	orf19.6898	
C7_01160C_A	orf19.6898.1	
C7_01170C_A	orf19.6899	
C7_01180W_A	orf19.6900	MDM12
C7_01190W_A	orf19.6901	
C7_01200C_A	orf19.6902	DBP7
C7_01210C_A	orf19.6903	
C7_01220W_A	orf19.6904	GCN3
C7_01230C_A	orf19.6905	
C7_01250W_A	orf19.6906	ASC1
C7_01260W_A	snR24	
C7_01270C_A	orf19.6907	
C7_01280C_A	orf19.6908	
C7_01290W_A	orf19.6909	MED11
C7_01300C_A	orf19.6910	PSF1
C7_01310C_A	orf19.6911	
C7_01320W_A	orf19.6912	
C7_01330C_A	orf19.6913	GCN2
C7_01340W_A	orf19.6915	MRE11
C7_01350C_A	orf19.6916	
C7_01360C_A	orf19.6917	
C7_01370W_A	orf19.6918	
C7_01380W_A	orf19.6919	
C7_01390W_A	orf19.6920	
C7_01400C_A	orf19.6921	
C7_01410C_A	orf19.6588	NBP2
C7_01420W_A	orf19.6587	GIR2
C7_01430C_A	orf19.6586	
C7_01440W_A	orf19.6585	
C7_01450C_A	orf19.6584	PRT1
C7_01460C_A	orf19.6583	
C7_01470C_A	orf19.6582	PRE10
C7_01480W_A	orf19.6581	
C7_01490W_A	orf19.6580	
C7_01500W_A	orf19.6579	
C7_01510W_A	orf19.6578	
C7_01520W_A	orf19.6577	FLU1
C7_01530W_A	orf19.6575	
C7_01540W_A	orf19.6574	ALK6
C7_01550W_A	orf19.6573	BEM2
C7_01560C_A	orf19.6570	NUP
C7_01570C_A	orf19.6569	
C7_01580W_A	orf19.6568	SMC6
C7_01590C_A	orf19.6566	
C7_01600W_A	orf19.6565	
C7_01610W_A	orf19.6563.1	
C7_01620C_A	orf19.6563	KCH1
C7_01630W_A	orf19.6562	RNH35
C7_01640W_A	orf19.6561	LAT1
C7_01650W_A	orf19.6559	
C7_01660C_A	orf19.6558	
C7_01670W_A	orf19.6557	
C7_01680C_A	orf19.6556	
C7_01690W_A	orf19.6555	
C7_01700W_A	orf19.6554	
C7_01710W_A	orf19.6553	
C7_01720W_A	orf19.6552	
C7_01730C_A	orf19.6551.1	STE18
C7_01740C_A	orf19.6551	
C7_01750W_A	orf19.6550	
C7_01760C_A	orf19.6548	ISU1
C7_01770W_A	orf19.6547	
C7_01780W_A	orf19.6544	LPI9
C7_01790C_A	orf19.6541	RPL5
C7_01800C_A	orf19.6540	PFK2
C7_01810W_A	orf19.6539	RVB2
C7_01820C_A	orf19.6538	VMA11
C7_01830W_A	orf19.6537	
C7_01840W_A	orf19.6536	IQG1
C7_01850C_A	orf19.6534.2	CRN1
C7_01860W_A	orf19.6534	
C7_01870W_A	orf19.6533	MSK1
C7_01880C_A	orf19.6532	
C7_01890C_A	orf19.6531.1	TOM7
C7_01900W_A	orf19.6531	NUC2
C7_01910C_A	orf19.6530	
C7_01920W_A	orf19.6529	CDC34
C7_01930C_A	orf19.6528	
C7_01940C_A	orf19.6527	
C7_01950W_A	orf19.6526	
C7_01960W_A	orf19.6525	
C7_01970C_A	orf19.6524	TOM40
C7_01990C_A	orf19.6522	
C7_02000C_A	orf19.6520	
C7_02010C_A	orf19.6518	
C7_02020W_A	orf19.6517	RAD14
C7_02030W_A	orf19.6515	HSP90
C7_02040C_A	orf19.6514	CUP9
C7_02050C_A	orf19.6512	EXO70
C7_02060W_A	orf19.6511	LIG1
C7_02070W_A	orf19.6510	GRX1
C7_02080W_A	orf19.6509	
C7_02090C_A	orf19.6508	
C7_02100W_A	orf19.6507	
C7_02110W_A	orf19.6506	
C7_02120C_A	orf19.6503	
C7_02130W_A	orf19.6502	
C7_02140W_A	orf19.6501	
C7_02150C_A	orf19.6500	ECM42
C7_02160W_A	orf19.6499	
C7_02170C_A	orf19.6498	
C7_02180C_A	orf19.6496	TRS33
C7_02190W_A	snR8c	
